Obs,ID Study,No_Eq,Study,DepVar,GDP,GDPpc,rGDP,rGDPpc,PerCap,RealGDP,Other,Growth,Log_trans,COEF_L,SE_L,COEF_S,SE_S,N,T,Sample,Rem,Rempc,RemofGDP,Growth_Rem,Log_Rem,AID,FDI,OPEN,FD,INS,OLS,FMOLS,IV,Panel,FE,RE,GMM,TS,ARDL,ECM,Cross,Start,End,Length,Variables,DF,Endogen,Year,Homogen,Single,EUR,EAP,SA,LAC,MENA,SSA,ROW,MI,LI,LMI,UMI,IT,Lags,Pub,RY,Citat,IF,Comment,TSTAT_L,TSTAT_S
505,93,28,"Chami R., Fullenkamp C., Jahjah S. (2005)",4,0,0,0,1,1,1,0,0,1,-0.0074,0.0030402629416598193,,,49,13,637,0,0,1,1.0,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1985,1998,1.0,2,635,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,801,0.625,,-2.434,
506,93,28,"Chami R., Fullenkamp C., Jahjah S. (2005)",4,0,0,0,1,1,1,0,0,1,-0.0065,0.0030162412993039443,,,49,13,637,0,0,1,1.0,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1985,1998,1.0,3,634,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,801,0.625,,-2.155,
507,93,28,"Chami R., Fullenkamp C., Jahjah S. (2005)",4,0,0,0,1,1,1,0,0,1,-0.0065,0.0029558890404729424,,,49,13,637,0,0,1,1.0,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1985,1998,1.0,3,634,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,801,0.625,,-2.199,
508,93,28,"Chami R., Fullenkamp C., Jahjah S. (2005)",4,0,0,0,1,1,1,0,0,1,-0.0233,0.009323729491796719,,,48,13,658,0,0,1,1.0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1985,1998,1.0,3,655,1,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,801,0.625,,-2.499,
509,93,28,"Chami R., Fullenkamp C., Jahjah S. (2005)",4,0,0,0,1,1,1,0,0,1,-0.0045,0.013595166163141992,,,48,13,658,0,0,1,1.0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1985,1998,1.0,3,655,1,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,801,0.625,,-0.331,
510,93,28,"Chami R., Fullenkamp C., Jahjah S. (2005)",4,0,0,0,1,1,1,0,0,1,-0.01475,0.010235947258848022,,,48,13,658,0,0,1,1.0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1985,1998,1.0,3,655,1,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,801,0.625,,-1.441,
511,93,28,"Chami R., Fullenkamp C., Jahjah S. (2005)",4,0,0,0,1,1,1,0,0,1,-0.0306,0.008793103448275861,,,42,13,512,0,0,1,1.0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1985,1998,1.0,3,509,1,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,801,0.625,,-3.4800000000000004,
512,93,28,"Chami R., Fullenkamp C., Jahjah S. (2005)",4,0,0,0,1,1,1,0,0,1,-0.0227,0.01070754716981132,,,42,13,512,0,0,1,1.0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1985,1998,1.0,3,509,1,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,801,0.625,,-2.12,
513,93,28,"Chami R., Fullenkamp C., Jahjah S. (2005)",4,0,0,0,1,1,1,0,0,1,-0.0266,0.009534050179211469,,,42,13,512,0,0,1,1.0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1985,1998,1.0,3,509,1,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,801,0.625,,-2.79,
514,93,28,"Chami R., Fullenkamp C., Jahjah S. (2005)",4,0,0,0,1,1,1,0,0,1,-0.032,0.007899284127375956,,,49,13,603,0,0,1,1.0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1985,1998,1.0,3,600,1,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,801,0.625,,-4.051,
515,93,28,"Chami R., Fullenkamp C., Jahjah S. (2005)",4,0,0,0,1,1,1,0,0,1,-0.0244,0.01,,,49,13,603,0,0,1,1.0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1985,1998,1.0,3,600,1,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,801,0.625,,-2.44,
516,93,28,"Chami R., Fullenkamp C., Jahjah S. (2005)",4,0,0,0,1,1,1,0,0,1,-0.0283,0.008734567901234567,,,49,13,603,0,0,1,1.0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1985,1998,1.0,3,600,1,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,801,0.625,,-3.24,
517,94,4,"Henneberry S.R., Khan M.E. (2000)",4,0,0,0,1,1,1,0,0,1,-0.0106,0.00524052009690018,,,1,20,20,0,1,0,0.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1970,1990,1.0,6,14,1,2000,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1999,8,0.0,,-2.0227000000000013,
518,94,4,"Henneberry S.R., Khan M.E. (2000)",4,0,0,0,1,1,1,0,0,1,-0.0152,0.00574604014667523,,,1,20,20,0,1,0,0.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1970,1990,1.0,5,15,1,2000,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1999,8,0.0,,-2.6453000000000024,
519,94,4,"Henneberry S.R., Khan M.E. (2000)",4,0,0,0,1,1,1,0,0,1,-0.0133,0.00511814053721235,,,1,20,20,0,1,0,0.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1970,1990,1.0,5,15,1,2000,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1999,8,0.0,,-2.598599999999997,
520,94,4,"Henneberry S.R., Khan M.E. (2000)",4,0,0,0,1,1,1,0,0,1,-0.0048,0.00643259179844546,,,1,20,20,0,1,0,0.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1970,1990,1.0,6,14,0,2000,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1999,8,0.0,,-0.7461999999999996,
521,95,18,"Giuliano P., Ruiz-Arranz M. (2009)",4,0,0,0,1,1,1,0,1,1,0.043,0.051,,,73,6,315,0,0,1,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1975,2002,5.0,8,307,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,1256,0.689,,0.8431372549019608,
522,95,18,"Giuliano P., Ruiz-Arranz M. (2009)",4,0,0,0,1,1,1,0,1,1,0.01,0.096,,,73,6,315,0,0,1,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1975,2002,5.0,10,305,1,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,1256,0.689,,0.10416666666666667,
523,95,18,"Giuliano P., Ruiz-Arranz M. (2009)",4,0,0,0,1,1,1,0,1,1,0.12419999999999998,0.1240296738687964,,,73,6,306,0,0,1,0.0,0.0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1975,2002,5.0,8,298,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2008,1256,0.689,,1.0013732692015602,
524,95,18,"Giuliano P., Ruiz-Arranz M. (2009)",4,0,0,0,1,1,1,0,1,1,0.14839999999999998,0.19552892369161143,,,73,6,306,0,0,1,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1975,2002,5.0,10,296,1,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2008,1256,0.689,,0.7589669967910053,
525,95,18,"Giuliano P., Ruiz-Arranz M. (2009)",4,0,0,0,1,1,1,0,1,1,0.0895,0.12584975168827311,,,71,6,305,0,0,1,0.0,0.0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1975,2002,5.0,10,295,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2008,1256,0.689,,0.7111654874114444,
526,95,18,"Giuliano P., Ruiz-Arranz M. (2009)",4,0,0,0,1,1,1,0,1,1,0.14770000000000005,0.1856383850393016,,,71,6,305,0,0,1,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1975,2002,5.0,10,295,1,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2008,1256,0.689,,0.7956328642308023,
527,95,18,"Giuliano P., Ruiz-Arranz M. (2009)",4,0,0,0,1,1,1,0,1,1,0.07169999999999999,0.14634766824244247,,,73,6,307,0,0,1,0.0,0.0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1975,2002,5.0,10,297,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2008,1256,0.689,,0.4899292271689654,
528,95,18,"Giuliano P., Ruiz-Arranz M. (2009)",4,0,0,0,1,1,1,0,1,1,0.015499999999999986,0.1637975579793545,,,73,6,307,0,0,1,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1975,2002,5.0,10,297,1,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2008,1256,0.689,,0.09462900540894296,
529,95,18,"Giuliano P., Ruiz-Arranz M. (2009)",4,0,0,0,1,1,1,0,1,1,0.08360000000000002,0.10690575288542709,,,73,6,314,0,0,1,0.0,0.0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1975,2002,5.0,10,304,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2008,1256,0.689,,0.7819972054225718,
530,95,18,"Giuliano P., Ruiz-Arranz M. (2009)",4,0,0,0,1,1,1,0,1,1,0.16220000000000004,0.17065860658050622,,,73,6,314,0,0,1,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1975,2002,5.0,10,304,1,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2008,1256,0.689,,0.9504355112819,
531,95,18,"Giuliano P., Ruiz-Arranz M. (2009)",4,0,0,0,1,1,1,0,1,1,-0.093,0.07,,,38,6,151,0,0,1,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1975,2002,5.0,9,142,1,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2008,1256,0.689,,-1.3285714285714285,
532,95,18,"Giuliano P., Ruiz-Arranz M. (2009)",4,0,0,0,1,1,1,0,1,1,0.113,0.143,,,34,6,155,0,0,1,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1975,2002,5.0,10,145,2,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2008,1256,0.689,,0.7902097902097903,
533,95,18,"Giuliano P., Ruiz-Arranz M. (2009)",4,0,0,0,1,1,1,0,1,1,-0.107,0.084,,,35,6,150,0,0,1,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1975,2002,5.0,11,139,3,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2008,1256,0.689,,-1.2738095238095237,
534,95,18,"Giuliano P., Ruiz-Arranz M. (2009)",4,0,0,0,1,1,1,0,1,1,0.121,0.161,,,36,6,155,0,0,1,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1975,2002,5.0,12,143,4,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2008,1256,0.689,,0.7515527950310559,
535,95,18,"Giuliano P., Ruiz-Arranz M. (2009)",4,0,0,0,1,1,1,0,1,1,-0.134,0.068,,,38,6,151,0,0,1,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1975,2002,5.0,13,138,5,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2008,1256,0.689,,-1.9705882352941175,
536,95,18,"Giuliano P., Ruiz-Arranz M. (2009)",4,0,0,0,1,1,1,0,1,1,0.035,0.154,,,35,6,156,0,0,1,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1975,2002,5.0,14,142,6,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2008,1256,0.689,,0.2272727272727273,
537,95,18,"Giuliano P., Ruiz-Arranz M. (2009)",4,0,0,0,1,1,1,0,1,1,-0.129,0.064,,,36,6,156,0,0,1,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1975,2002,5.0,15,141,7,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2008,1256,0.689,,-2.015625,
538,95,18,"Giuliano P., Ruiz-Arranz M. (2009)",4,0,0,0,1,1,1,0,1,1,0.264,0.122,,,37,6,158,0,0,1,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1975,2002,5.0,16,142,8,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2008,1256,0.689,,2.1639344262295084,
